kingdom,superclass,class,subclass,direct_parent,reasoning,confidence,substance_name,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,output_tokens
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid salts,Carboxylic acid salts,"Sodium undec-10-enoate is the sodium salt of undec-10-enoic acid (an 11-carbon terminal alkene fatty acid), making it an organic carboxylic acid salt. It fits within organic acids and derivatives → carboxylic acids and derivatives → carboxylic acid salts.",high,Sodium undec-10-enoate,314,0,16760,134
Organic compounds,Organosulfur compounds,Thiocarboxylic acids and derivatives,Thioamides,Thiocarbamic acid esters,"EPTC (S-ethyl dipropylthiocarbamate) is a thiocarbamate ester where the sulfur bears the ethyl group and the nitrogen bears two propyl groups, making it a thiocarbamic acid ester (specifically an S-ester of a carbamothioic acid). It belongs to the organosulfur compounds as a thiocarbamate derivative.",high,EPTC (ISO); S-ethyl dipropylthiocarbamate,323,0,16760,181
Organic compounds,Benzenoids,Benzene and substituted derivatives,Acetophenones,Acetophenones,"4'-Chloroacetophenone is a benzene ring bearing both a chloro substituent and an acetyl group; the acetyl-substituted benzene core makes it an acetophenone, and the chloro substituent places it within aryl chlorides/halides, but the most specific direct parent capturing the acetyl-benzene scaffold is Acetophenones.",high,4'-chloroacetophenone,312,0,16760,137
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid esters,Benzoic acid esters,"Oxydiethylene dibenzoate (diethylene glycol dibenzoate) is a diester formed from diethylene glycol and two benzoic acid molecules, making it a benzoic acid ester. It belongs to the carboxylic acid ester class within organic acids and derivatives.",high,Oxydiethylene dibenzoate,314,0,16760,159
Inorganic compounds,Miscellaneous inorganic compounds,Inorganic oxides,NA,Inorganic oxides,"Tungsten trioxide (WO3) is an inorganic compound consisting of tungsten and oxygen, classifying it as an inorganic oxide. It does not fit into the more specific salt or mixed metal categories.",high,Tungsten trioxide,309,0,16760,115
Organic compounds,Hydrocarbon derivatives,Organonitrogen compounds,Hydrazines and derivatives,Phenylhydrazines,"Phenylhydrazine hydrochloride is the hydrochloride salt of phenylhydrazine (C6H5-NH-NH2·HCl), which is an aryl-substituted hydrazine compound. The direct parent is phenylhydrazines, a subgroup of hydrazines and derivatives.",high,phenylhydrazine hydrochloride,313,0,16760,140
Organic compounds,Organophosphorus compounds,Organic phosphoric acids and derivatives,Organic phosphoric acids and derivatives,Aryl phosphotriesters,"Biphenyl-4,4'-diyl tetraphenyl bis(phosphate) is a bis-phosphate ester where the biphenyl diol acts as the central diol, and each phosphate is esterified with two phenyl groups, forming aryl phosphotriester linkages. This classifies it under organophosphorus compounds as aryl phosphotriesters.",high,"Biphenyl-4,4'-diyl tetraphenyl bis(phosphate)",323,0,16760,176
Organic compounds,Organometallic compounds,Metalloheterocyclic compounds,NA,Organosilicon compounds,"Dimethoxymethylvinylsilane is an organosilicon compound containing a silicon atom bonded to two methoxy groups, a methyl group, and a vinyl group. It fits within organometallic/organometalloid silicon chemistry, and the most specific applicable direct parent label available is 'Organosilicon compounds'.",medium,Dimethoxymethylvinylsilane,315,0,16760,158
Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Halopyridines,Halopyridines,"The compound contains a pyridine ring with a chloromethyl substituent and a methoxypropoxy side chain, making it a halogenated pyridine derivative. The hydrochloride salt form does not change the core classification as a halopyridine.",medium,2-Chloromethyl-4-(3-methoxypropoxy)-3-methylpyridine hydrochloride,333,0,16760,127
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Quaternary ammonium salts,"Chloromethylene dimethylammonium chloride (Vilsmeier reagent salt) contains a positively charged nitrogen bearing four substituents (two methyl groups, a chloromethylene carbon, and an implicit bond) paired with a chloride counterion, making it a quaternary ammonium salt. It is an organic nitrogen compound classified under organonitrogen compounds.",medium,Chloromethylene dimethylammonium chloride,317,0,16760,167
Organic compounds,Hydrocarbons,Saturated hydrocarbons,Cycloalkanes,Cycloalkanes,"Methylcyclohexane is a saturated cyclic hydrocarbon consisting of a cyclohexane ring with one methyl substituent, containing no double bonds, heteroatoms, or functional groups. It belongs to the cycloalkane family within saturated hydrocarbons.",high,methylcyclohexane,310,0,16760,130
Organic compounds,Hydrocarbon derivatives,Alcohols and polyols,Secondary alcohols,Secondary alcohols,"5-methylhept-2-en-4-ol is an organic molecule with a hydroxyl group attached to a secondary carbon (C4), making it a secondary alcohol. It is an unsaturated aliphatic compound derived from a hydrocarbon backbone.",high,5-methylhept-2-en-4-ol,317,0,16760,106
Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Phthalic anhydrides,"Benzene-1,2,4-tricarboxylic acid 1,2-anhydride (trimellitic anhydride) is a benzene ring bearing three carboxylic acid groups, two of which form a cyclic anhydride (phthalic anhydride moiety), placing it under phthalic anhydrides as the most specific parent.",high,"Benzene-1,2,4-tricarboxylic acid 1,2-anhydride",328,0,16760,172
NA,NA,NA,NA,NA,JSON parse error: Expecting value: line 1 column 1 (char 0),low,Dimexano,308,0,16760,300
Organic compounds,Organosulfur compounds,Dithiocarbamic acids and derivatives,Dithiocarbamic acid esters,Ethylene bisdithiocarbamates,"Maneb is a manganese ethylene bisdithiocarbamate fungicide, formed from the coordination of manganese with the dithiocarbamate groups of ethylenebis(dithiocarbamic acid), placing it firmly in the ethylene bisdithiocarbamate subgroup. Its core organic scaffold is a dithiocarbamate derivative, classifying it under organosulfur compounds and specifically dithiocarbamic acids and derivatives.",high,Maneb,307,0,16760,172
Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridines and derivatives,Methylpyridines,"2,6-dimethylpyridine is a pyridine ring substituted with methyl groups at the 2 and 6 positions, making it a methylpyridine (lutidine). It belongs to the organoheterocyclic compounds as a nitrogen-containing aromatic heterocycle.",high,"2,6-dimethylpyridine",315,0,16760,141
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Fatty amides,N-[3-(dimethylamino)propyl]dodecanamide is a long-chain fatty acid amide (lauric acid amide) with a dimethylaminopropyl group; the monoacetate is the acetate salt form. The core structure is best classified as a fatty amide under carboxylic acid derivatives.,medium,N-[3-(dimethylamino)propyl]dodecanamide monoacetate,327,0,16760,164
Inorganic compounds,Homogeneous non-metal compounds,Homogeneous other non-metal compounds,Halogen hydrides,Halogen hydrides,"Hydrogen chloride (HCl) is a binary compound of hydrogen and chlorine, both non-metals, making it an inorganic homogeneous non-metal compound classified as a halogen hydride. It does not contain carbon and thus is not an organic compound.",high,hydrogen chloride,307,0,16760,133
Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Quinonimines,"This compound contains a cyclohexadienone ring system with an imine substituent (the [4-(diethylamino)-2-methylphenyl]imino group) and an acetamide group, making it a quinonimine - a p-quinone imine derivative where the oxygen of a quinone is replaced by an imine nitrogen. The core structure is a 6-oxo-1,4-cyclohexadienyl ring bearing an imino group, characteristic of quinonimines.",medium,"N-[3-[[4-(diethylamino)-2-methylphenyl]imino]-6-oxo-1,4-cyclohexadienyl]acetamide",347,0,16760,193
Inorganic compounds,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,NA,Miscellaneous mixed metal/non-metals,"Molybdenum disilicide (MoSi2) is an inorganic compound consisting of a transition metal (molybdenum) bonded to a metalloid (silicon), forming an intermetallic/silicide compound. It falls under mixed metal/non-metal compounds, and no more specific ChemOnt label exists for metal silicides beyond 'Miscellaneous mixed metal/non-metals'.",medium,Molybdenum disilicide,312,0,16760,167
Organic compounds,Organoheterocyclic compounds,Benzothiazoles,NA,Benzothiazoles,"Benzthiazuron is a urea herbicide containing a benzothiazole ring system substituted with a methylurea group. The core heterocyclic structure is a benzothiazole, making that the most specific applicable ChemOnt direct parent.",high,Benzthiazuron,311,0,16760,114
Organic compounds,Phenylpropanoids and polyketides,Furans,Nitrofurans,Nitrofurans,"5-nitrofuran-2-acrylaldehyde contains a furan ring with a nitro substituent at position 5 and an acrylaldehyde (propenal) chain at position 2, making it a nitrofuran derivative. The nitrofuran core is the most specific classifying feature.",medium,5-nitrofuran-2-acrylaldehyde,319,0,16760,160
Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenol ethers,Phenol ethers,"4-phenoxyphenyl (RS)-2-(2-pyridyloxy)propyl ether is an organic compound featuring a diphenyl ether core with an additional pyridyloxypropyl ether substituent, making phenol ethers the most appropriate direct parent classification. The molecule consists of aromatic rings connected through ether linkages, which is characteristic of phenol ethers.",medium,4-phenoxyphenyl (RS)-2-(2- pyridyloxy)propyl ether,327,0,16760,169
Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,"N-9-Fluorenylmethoxycarbonyl-S-trityl-L-Cysteine is an Fmoc-protected cysteine derivative where the alpha-amino group is acylated with a carbamate (Fmoc) group and the thiol is protected with a trityl group, making it an N-acyl (carbamate) alpha amino acid derivative. It belongs to the L-cysteine family within the broader amino acid class.",high,N-9-Fluorenylmethoxycarbonyl-S-trityl-L-Cysteine,331,0,16760,203
Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1-alkyl,3-acylglycerols","This substance is a glycerol ester where lauric acid (C12 fatty acid) is esterified at one position and two acetate groups are present on the propanediol backbone, making it a mixed acylglycerol derivative. It falls under glycerolipids as a diradylglycerol.",medium,"Lauric acid, ester with hydroxypropanediyl diacetate",322,0,16760,171
Organic compounds,Organoheterocyclic compounds,Azacyclic compounds,Piperazines,Piperazines,"Tert-butyl-dimethyl-piperazin-1-ylsilane contains a piperazine ring (a six-membered diazacyclic compound) with a tert-butyldimethylsilyl group attached to one nitrogen. The core heterocyclic scaffold is a piperazine, making that the most specific applicable classification.",medium,tert-butyl-dimethyl-piperazin-1-ylsilane,324,0,16760,169
Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzyl cyanides,Benzyl cyanides,"Phenylacetonitrile (PhCH2CN) is a benzene ring bearing a cyanomethyl (-CH2CN) substituent, which classifies it as a benzyl cyanide. It falls under benzenoids as a substituted benzene derivative.",high,Phenylacetonitrile,312,0,16760,130
Organic compounds,Organosulfur compounds,Thiols,Alkylthiols,Alkylthiols,"Sodium 2-mercaptoethanolate is the sodium salt of 2-mercaptoethanol (HOCH2CH2SH), where the thiol proton is replaced by sodium, making it an organosulfur compound with an alkylthiolate character. It fits under thiols/alkylthiols as the core functional group is an aliphatic thiol (deprotonated form as sodium salt).",medium,Sodium 2-mercaptoethanolate,316,0,16760,181
Organic compounds,Organohalogen compounds,Organochlorides,Aryl halides,Aniline and substituted anilines,"The parent compound is a 2-amino-5-chlorophenyl derivative (an aryl chloride with a primary aromatic amine) bearing a trifluoromethyl gem-diol group, presented as a hydrochloride salt. The core structural feature is the substituted aniline (2-amino-5-chlorophenyl), making 'Aniline and substituted anilines' the most specific applicable direct parent.",medium,"1-(2-amino-5-chlorophenyl)-2,2,2-trifluoro-1,1-ethanediol, hydrochloride; [containing < 0,1 % 4-chloroaniline (EC No 203-401-0)]",368,0,16760,188
NA,NA,NA,NA,NA,JSON parse error: Expecting value: line 1 column 1 (char 0),low,Ethofumesate,310,0,16760,281
Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Organic alkali metal salts,"Sodium propan-2-olate (sodium isopropoxide) is the sodium salt of isopropanol, where sodium displaces the hydroxyl proton to form an alkoxide. It is best classified as an organic alkali metal salt (alkoxide), falling under organic oxygen compounds.",medium,Sodium propan-2-olate,313,0,16760,119
Inorganic compounds,Homogeneous metal compounds,Homogeneous post-transition metal compounds,NA,Homogeneous post-transition metal compounds,"Zinc powder/dust is elemental zinc (Zn), a post-transition metal in its pure elemental form. In ChemOnt, elemental metals are classified under homogeneous metal compounds, specifically homogeneous post-transition metal compounds for zinc.",medium,zinc powder — zinc dust (pyrophoric),313,0,16760,128
